160	GCF_029201305.1_ASM2920130v1_genomic.fna.gz	GCF_029201305.1_ASM2920130v1_genomic.gbff.gz
160	GCF_029201405.1_ASM2920140v1_genomic.fna.gz	GCF_029201405.1_ASM2920140v1_genomic.gbff.gz
160	GCF_029201325.1_ASM2920132v1_genomic.fna.gz	GCF_029201325.1_ASM2920132v1_genomic.gbff.gz
160	GCF_029203245.1_ASM2920324v1_genomic.fna.gz	GCF_029203245.1_ASM2920324v1_genomic.gbff.gz
160	GCF_029201345.1_ASM2920134v1_genomic.fna.gz	GCF_029201345.1_ASM2920134v1_genomic.gbff.gz
160	GCF_029201365.1_ASM2920136v1_genomic.fna.gz	GCF_029201365.1_ASM2920136v1_genomic.gbff.gz
160	GCF_029201385.1_ASM2920138v1_genomic.fna.gz	GCF_029201385.1_ASM2920138v1_genomic.gbff.gz
160	GCF_029203265.1_ASM2920326v1_genomic.fna.gz	GCF_029203265.1_ASM2920326v1_genomic.gbff.gz
162	GCF_008152505.1_ASM815250v1_genomic.fna.gz	GCF_008152505.1_ASM815250v1_genomic.gbff.gz
162	GCF_008152825.1_ASM815282v1_genomic.fna.gz	GCF_008152825.1_ASM815282v1_genomic.gbff.gz
162	GCF_008153055.1_ASM815305v1_genomic.fna.gz	GCF_008153055.1_ASM815305v1_genomic.gbff.gz
162	GCF_008152665.1_ASM815266v1_genomic.fna.gz	GCF_008152665.1_ASM815266v1_genomic.gbff.gz
162	GCF_008153345.1_ASM815334v1_genomic.fna.gz	GCF_008153345.1_ASM815334v1_genomic.gbff.gz
162	GCF_008153205.1_ASM815320v1_genomic.fna.gz	GCF_008153205.1_ASM815320v1_genomic.gbff.gz
162	GCF_013348685.1_ASM1334868v1_genomic.fna.gz	GCF_013348685.1_ASM1334868v1_genomic.gbff.gz
162	GCF_013388315.1_ASM1338831v1_genomic.fna.gz	GCF_013388315.1_ASM1338831v1_genomic.gbff.gz
162	GCF_017161245.1_ASM1716124v1_genomic.fna.gz	GCF_017161245.1_ASM1716124v1_genomic.gbff.gz
162	GCF_017161285.1_ASM1716128v1_genomic.fna.gz	GCF_017161285.1_ASM1716128v1_genomic.gbff.gz
160	GCF_002271235.1_ASM227123v1_genomic.fna.gz	GCF_002271235.1_ASM227123v1_genomic.gbff.gz
160	GCF_002271195.1_ASM227119v1_genomic.fna.gz	GCF_002271195.1_ASM227119v1_genomic.gbff.gz
160	GCF_003076575.1_ASM307657v1_genomic.fna.gz	GCF_003076575.1_ASM307657v1_genomic.gbff.gz
160	GCF_003611295.1_ASM361129v1_genomic.fna.gz	GCF_003611295.1_ASM361129v1_genomic.gbff.gz
160	GCF_003611315.1_ASM361131v1_genomic.fna.gz	GCF_003611315.1_ASM361131v1_genomic.gbff.gz
160	GCF_003952805.1_ASM395280v1_genomic.fna.gz	GCF_003952805.1_ASM395280v1_genomic.gbff.gz
160	GCF_029866685.1_ASM2986668v1_genomic.fna.gz	GCF_029866685.1_ASM2986668v1_genomic.gbff.gz
160	GCF_029866705.1_ASM2986670v1_genomic.fna.gz	GCF_029866705.1_ASM2986670v1_genomic.gbff.gz
160	GCF_029866645.1_ASM2986664v1_genomic.fna.gz	GCF_029866645.1_ASM2986664v1_genomic.gbff.gz
160	GCF_029866745.1_ASM2986674v1_genomic.fna.gz	GCF_029866745.1_ASM2986674v1_genomic.gbff.gz
160	GCF_029866765.1_ASM2986676v1_genomic.fna.gz	GCF_029866765.1_ASM2986676v1_genomic.gbff.gz
160	GCF_029866585.1_ASM2986658v1_genomic.fna.gz	GCF_029866585.1_ASM2986658v1_genomic.gbff.gz
160	GCF_029866665.1_ASM2986666v1_genomic.fna.gz	GCF_029866665.1_ASM2986666v1_genomic.gbff.gz
160	GCF_029866725.1_ASM2986672v1_genomic.fna.gz	GCF_029866725.1_ASM2986672v1_genomic.gbff.gz
160	GCF_029866565.1_ASM2986656v1_genomic.fna.gz	GCF_029866565.1_ASM2986656v1_genomic.gbff.gz
160	GCF_029866605.1_ASM2986660v1_genomic.fna.gz	GCF_029866605.1_ASM2986660v1_genomic.gbff.gz
173	GCF_005222585.1_ASM522258v1_genomic.fna.gz	GCF_005222585.1_ASM522258v1_genomic.gbff.gz
173	GCF_005222625.1_ASM522262v1_genomic.fna.gz	GCF_005222625.1_ASM522262v1_genomic.gbff.gz
173	GCF_005222565.1_ASM522256v1_genomic.fna.gz	GCF_005222565.1_ASM522256v1_genomic.gbff.gz
173	GCF_009884055.1_ASM988405v1_genomic.fna.gz	GCF_009884055.1_ASM988405v1_genomic.gbff.gz
173	GCF_009884255.1_ASM988425v1_genomic.fna.gz	GCF_009884255.1_ASM988425v1_genomic.gbff.gz
173	GCF_009884275.1_ASM988427v1_genomic.fna.gz	GCF_009884275.1_ASM988427v1_genomic.gbff.gz
173	GCF_009884075.1_ASM988407v1_genomic.fna.gz	GCF_009884075.1_ASM988407v1_genomic.gbff.gz
173	GCF_009884095.1_ASM988409v1_genomic.fna.gz	GCF_009884095.1_ASM988409v1_genomic.gbff.gz
173	GCF_009884175.1_ASM988417v1_genomic.fna.gz	GCF_009884175.1_ASM988417v1_genomic.gbff.gz
173	GCF_009884195.1_ASM988419v1_genomic.fna.gz	GCF_009884195.1_ASM988419v1_genomic.gbff.gz
173	GCF_009884115.1_ASM988411v1_genomic.fna.gz	GCF_009884115.1_ASM988411v1_genomic.gbff.gz
173	GCF_009884135.1_ASM988413v1_genomic.fna.gz	GCF_009884135.1_ASM988413v1_genomic.gbff.gz
173	GCF_009884035.1_ASM988403v1_genomic.fna.gz	GCF_009884035.1_ASM988403v1_genomic.gbff.gz
173	GCF_021378355.1_ASM2137835v1_genomic.fna.gz	GCF_021378355.1_ASM2137835v1_genomic.gbff.gz
173	GCF_022343765.1_ASM2234376v1_genomic.fna.gz	GCF_022343765.1_ASM2234376v1_genomic.gbff.gz
173	GCF_022343785.1_ASM2234378v1_genomic.fna.gz	GCF_022343785.1_ASM2234378v1_genomic.gbff.gz
